"","overall","age","wage_eur","international_reputation","is_sub","Top_Club","value_eur","height_cm","weight_kg","release_clause_eur"
"4276",56,25,2000,1,1,"other",120000,178,74,219000
"4277",73,30,1000,1,0,"other",3200000,182,80,6800000
"4278",72,21,38000,1,1,"Top_20",4900000,185,75,10400000
"4279",63,23,2000,1,1,"other",5e+05,170,68,725000
"4280",56,19,7000,1,1,"Top_10",180000,172,66,446000
"4281",67,22,3000,1,1,"other",1100000,196,83,2300000
"4282",66,29,5000,1,1,"other",625000,169,70,1300000
"4283",70,21,6000,1,1,"other",2500000,188,70,0
"4284",77,28,52000,2,1,"Top_30",8e+06,186,87,13600000
"4285",73,27,14000,1,0,"other",4200000,172,64,6300000
"4286",63,24,2000,1,1,"other",5e+05,177,73,713000
"4287",60,23,1000,1,1,"other",260000,176,65,377000
"4288",58,19,1000,1,1,"other",220000,178,70,429000
"4289",63,26,2000,1,0,"other",4e+05,174,70,610000
"4290",79,23,65000,1,0,"other",15500000,186,83,30600000
"4291",65,27,3000,1,1,"other",575000,174,70,0
"4292",69,35,3000,1,1,"other",325000,183,75,488000
"4293",61,24,2000,1,1,"other",350000,181,69,613000
"4294",59,19,1000,1,1,"other",325000,175,68,691000
"4295",74,26,15000,1,0,"other",6500000,178,75,10200000
"4296",61,26,1000,1,1,"other",270000,174,64,385000
"4297",60,20,1000,1,1,"other",425000,176,70,1e+06
"4298",68,26,3000,1,1,"other",1100000,184,80,0
"4299",67,26,2000,1,0,"other",850000,193,84,1200000
"4300",71,33,7000,1,0,"other",1400000,173,70,1900000
"4301",65,23,2000,1,1,"other",675000,182,73,1e+06
"4302",65,22,1000,1,0,"other",675000,176,70,1100000
"4303",64,36,1000,1,0,"other",80000,175,68,1e+05
"4304",56,20,4000,1,1,"other",190000,183,77,480000
"4305",60,28,1000,1,1,"other",2e+05,185,76,285000
"4306",60,24,3000,1,1,"other",290000,173,73,551000
"4307",75,25,32000,2,1,"other",8500000,184,76,15100000
"4308",71,23,18000,1,0,"other",3300000,195,94,5900000
"4309",65,23,1000,1,1,"other",750000,183,80,1200000
"4310",60,22,1000,1,1,"other",290000,183,75,0
"4311",66,24,2000,1,0,"other",750000,178,70,1100000
"4312",60,18,2000,1,1,"other",425000,176,69,1100000
"4313",62,33,1000,1,0,"other",140000,191,83,245000
"4314",81,28,180000,2,1,"Top_10",1.8e+07,173,70,36900000
"4315",65,37,4000,1,0,"other",120000,176,72,240000
"4316",65,24,2000,1,0,"other",750000,190,88,1300000
"4317",67,33,2000,1,0,"other",350000,179,73,473000
"4318",64,26,1000,1,0,"other",525000,178,71,748000
"4319",79,33,35000,3,0,"other",5500000,176,76,10500000
"4320",65,21,4000,1,1,"other",875000,172,70,1800000
"4321",54,19,1000,1,1,"other",140000,191,78,284000
"4322",70,28,5000,1,0,"other",1800000,188,83,2200000
"4323",67,33,3000,1,0,"other",375000,178,80,619000
"4324",59,21,1000,1,1,"other",210000,179,76,347000
"4325",56,19,2000,1,1,"other",150000,186,87,248000
"4326",69,30,5000,1,0,"other",875000,174,71,0
"4327",56,19,1000,1,1,"other",190000,174,71,375000
"4328",68,28,1000,1,0,"other",775000,169,62,1700000
"4329",80,22,60000,2,0,"other",21500000,175,68,0
"4330",68,29,8000,1,1,"other",850000,174,65,1400000
"4331",70,28,2000,1,0,"other",1600000,183,77,2500000
"4332",76,31,27000,2,1,"other",7e+06,183,74,11900000
"4333",70,32,6000,1,1,"other",1400000,180,72,2600000
"4334",62,21,2000,1,0,"other",5e+05,190,84,725000
"4335",64,23,3000,1,1,"other",675000,176,74,1300000
"4336",68,23,4000,1,1,"other",1200000,169,63,1600000
"4337",75,28,52000,1,1,"other",7e+06,191,87,13300000
"4338",79,21,1000,1,0,"Top_30",1.8e+07,177,69,43200000
"4339",72,27,1000,1,1,"other",3300000,175,74,7200000
"4340",69,29,5000,1,1,"other",1100000,184,76,1300000
"4341",71,30,21000,1,0,"other",1900000,183,80,3300000
"4342",74,28,12000,1,0,"other",4800000,174,73,8200000
"4343",70,16,1000,1,0,"other",3500000,185,80,9900000
"4344",60,21,1000,1,1,"other",280000,184,76,490000
"4345",67,22,7000,1,1,"other",1e+06,176,73,1900000
"4346",59,22,1000,1,1,"other",240000,185,75,348000
"4347",79,27,32000,1,0,"other",12500000,178,78,25900000
"4348",69,28,11000,1,0,"other",1100000,173,66,1800000
"4349",67,28,11000,1,1,"other",8e+05,190,86,1300000
"4350",62,22,3000,1,1,"other",450000,187,84,675000
"4351",64,25,2000,1,0,"other",6e+05,171,74,0
"4352",67,29,2000,1,0,"other",725000,187,84,961000
"4353",66,29,3000,1,1,"other",550000,189,75,798000
"4354",77,24,23000,1,0,"other",10500000,182,74,21800000
"4355",64,21,2000,1,0,"other",650000,182,82,1100000
"4356",85,23,115000,2,0,"Top_10",46500000,195,97,80200000
"4357",71,24,4000,1,0,"other",3100000,183,78,4300000
"4358",72,24,38000,1,1,"other",4e+06,189,89,7900000
"4359",76,24,18000,1,0,"other",8500000,185,79,17600000
"4360",73,22,13000,1,0,"other",6500000,183,80,11100000
"4361",57,19,1000,1,1,"other",210000,191,78,457000
"4362",73,26,16000,1,0,"other",4800000,185,80,7500000
"4363",76,25,9000,1,0,"other",1e+07,161,61,15800000
"4364",72,35,7000,1,0,"other",875000,177,69,1700000
"4365",63,25,1000,1,0,"other",5e+05,180,76,763000
"4366",64,30,1000,1,1,"other",375000,187,84,656000
"4367",60,26,4000,1,1,"other",230000,183,73,351000
"4368",70,30,0,1,0,"other",0,181,76,0
"4369",74,23,10000,1,1,"other",6500000,185,78,13500000
"4370",69,24,2000,1,0,"other",1300000,187,80,0
"4371",70,26,9000,1,0,"other",2200000,186,84,4500000
"4372",69,28,1000,1,0,"other",1100000,181,76,1400000
"4373",75,30,23000,1,0,"other",6500000,180,77,11100000
"4374",68,31,6000,1,1,"other",650000,178,70,1e+06
"4375",50,19,1000,1,1,"other",60000,185,79,165000
"4376",59,31,1000,1,1,"other",120000,186,83,162000
"4377",65,24,3000,1,1,"other",725000,186,85,1100000
"4378",66,32,3000,1,1,"other",425000,180,80,744000
"4379",55,27,1000,1,1,"other",80000,183,78,106000
"4380",61,19,10000,1,1,"Top_10",550000,167,67,1400000
"4381",78,31,16000,1,0,"other",7500000,176,69,1.5e+07
"4382",73,30,21000,1,0,"other",3200000,177,78,5200000
"4383",57,21,1000,1,1,"other",180000,180,67,351000
"4384",69,26,3000,1,0,"other",1200000,191,80,1600000
"4385",70,30,7000,1,0,"other",1400000,176,71,2200000
"4386",55,35,2000,1,1,"other",20000,185,86,35000
"4387",74,24,13000,2,0,"other",7e+06,175,64,11700000
"4388",59,25,1000,1,0,"other",180000,183,79,293000
"4389",62,21,2000,1,0,"other",525000,181,73,814000
"4390",67,30,1000,1,0,"other",7e+05,182,75,1100000
"4391",67,22,2000,1,1,"other",925000,185,70,2e+06
"4392",65,26,2000,1,0,"other",625000,170,68,1100000
"4393",68,22,2000,1,1,"other",1300000,180,70,2200000
"4394",58,20,1000,1,1,"other",280000,183,69,595000
"4395",59,23,4000,1,1,"other",210000,178,72,436000
"4396",76,23,29000,1,0,"Top_20",11500000,190,77,0
"4397",70,24,17000,1,1,"other",2300000,189,83,4300000
"4398",70,25,13000,1,1,"other",2300000,192,80,4500000
"4399",82,29,89000,3,1,"Top_30",21500000,184,81,36600000
"4400",74,23,23000,1,1,"other",7500000,175,71,14800000
"4401",74,22,15000,1,1,"other",8e+06,173,66,0
"4402",70,24,1000,1,0,"other",2400000,185,74,5800000
"4403",54,18,1000,1,1,"other",140000,170,61,333000
"4404",78,31,39000,2,0,"other",7500000,184,82,1.5e+07
"4405",70,22,12000,1,1,"other",2600000,182,70,5e+06
"4406",56,20,1000,1,1,"other",190000,190,80,356000
"4407",66,35,3000,1,1,"other",270000,183,75,473000
"4408",75,26,30000,2,1,"other",7e+06,184,77,13800000
"4409",61,20,2000,1,0,"other",450000,179,72,698000
"4410",50,18,1000,1,1,"other",60000,180,70,143000
"4411",72,32,14000,1,0,"other",1900000,173,66,2900000
"4412",64,34,3000,1,1,"other",230000,193,81,288000
"4413",64,31,2000,1,1,"other",4e+05,185,73,7e+05
"4414",75,26,25000,1,0,"other",8e+06,176,71,14200000
"4415",66,21,6000,1,0,"other",1e+06,183,70,1600000
"4416",68,29,7000,1,1,"other",9e+05,188,89,1400000
"4417",81,33,39000,3,0,"other",8500000,186,75,16200000
"4418",72,23,1000,1,0,"other",4600000,168,64,1.1e+07
"4419",61,23,1000,1,1,"other",325000,182,76,496000
"4420",83,27,140000,2,0,"Top_20",2.9e+07,180,67,57300000
"4421",48,17,1000,1,1,"other",60000,184,72,135000
"4422",54,18,1000,1,1,"other",110000,174,65,160000
"4423",66,30,10000,1,1,"other",525000,172,68,893000
"4424",79,26,19000,2,1,"Top_10",13500000,186,86,29400000
"4425",74,21,20000,1,1,"Top_30",7500000,190,95,12800000
"4426",58,20,1000,1,0,"other",260000,178,68,540000
"4427",51,18,1000,1,1,"other",80000,171,59,220000
"4428",76,28,25000,1,1,"other",6500000,185,79,11100000
"4429",59,19,1000,1,1,"other",325000,182,75,0
"4430",69,27,1000,1,1,"other",1100000,179,76,1500000
"4431",80,29,1000,1,0,"other",1.5e+07,187,80,31500000
"4432",62,27,3000,1,1,"other",325000,180,76,569000
"4433",65,24,1000,1,1,"other",725000,186,79,1100000
"4434",76,31,35000,2,1,"other",7e+06,193,90,11900000
"4435",66,28,6000,1,0,"other",650000,175,73,1100000
"4436",70,32,4000,1,0,"other",1400000,181,73,1800000
"4437",63,29,4000,1,1,"other",375000,178,75,581000
"4438",65,29,3000,1,0,"other",525000,178,67,709000
"4439",67,26,8000,1,0,"other",925000,186,81,1300000
"4440",71,35,11000,1,1,"other",1e+06,181,75,1300000
"4441",67,30,4000,1,0,"other",6e+05,177,71,750000
"4442",71,33,2000,1,0,"other",1200000,177,69,1600000
"4443",60,20,4000,1,1,"other",375000,171,60,675000
"4444",68,22,9000,1,1,"other",1200000,191,78,2600000
"4445",73,28,23000,1,1,"other",3400000,179,75,6500000
"4446",65,20,1000,1,1,"other",925000,176,66,2200000
"4447",72,27,13000,1,0,"other",3100000,170,72,5200000
"4448",59,32,1000,1,1,"other",120000,168,67,258000
"4449",66,31,2000,1,1,"other",475000,185,89,831000
"4450",80,30,68000,2,0,"other",1.2e+07,190,87,22800000
"4451",73,30,17000,1,1,"other",3200000,175,72,6600000
"4452",61,20,1000,1,1,"other",475000,175,77,938000
"4453",69,30,6000,1,1,"other",1e+06,183,80,0
"4454",57,19,2000,1,1,"other",220000,181,69,413000
"4455",51,21,1000,1,1,"other",60000,175,70,117000
"4456",75,21,52000,1,1,"other",1.1e+07,174,66,23100000
"4457",72,30,6000,1,0,"other",2500000,181,80,3800000
"4458",68,32,2000,1,0,"other",675000,178,75,1100000
"4459",54,19,1000,1,1,"other",150000,182,72,281000
"4460",82,28,80000,2,0,"other",2.3e+07,189,88,0
"4461",66,20,1000,1,0,"other",1400000,183,75,0
"4462",60,20,1000,1,1,"other",425000,180,75,797000
"4463",70,31,20000,2,1,"other",1600000,172,82,3e+06
"4464",63,22,1000,1,1,"other",625000,176,75,969000
"4465",69,30,5000,1,1,"other",1e+06,185,84,1500000
"4466",66,24,6000,1,1,"other",9e+05,188,89,1300000
"4467",65,26,4000,1,0,"other",675000,180,75,894000
"4468",66,34,1000,1,1,"other",230000,175,75,311000
"4469",57,18,1000,1,1,"other",190000,182,78,451000
"4470",67,24,2000,1,0,"other",925000,184,79,1700000
"4471",70,25,7000,1,1,"other",2400000,181,79,4e+06
"4472",77,27,13000,1,0,"Top_30",8e+06,180,72,1.6e+07
"4473",59,20,2000,1,1,"other",230000,171,62,529000
"4474",68,30,4000,1,0,"other",825000,178,65,1300000
"4475",61,25,2000,1,1,"other",270000,183,84,493000
"4476",64,22,4000,1,1,"other",625000,169,62,1e+06
"4477",72,26,53000,1,1,"Top_20",3300000,193,82,6600000
"4478",62,25,1000,1,1,"other",4e+05,188,76,530000
"4479",73,25,14000,1,0,"other",5e+06,174,74,7900000
"4480",62,22,5000,1,1,"other",5e+05,177,76,1100000
"4481",70,28,3000,1,0,"other",1800000,178,76,2600000
"4482",53,18,1000,1,1,"other",90000,183,73,176000
"4483",64,23,3000,1,0,"other",625000,191,84,1e+06
"4484",79,31,0,1,0,"other",0,175,70,0
"4485",74,28,10000,1,0,"other",5500000,175,64,8800000
"4486",65,24,3000,1,0,"other",750000,178,76,1500000
"4487",63,22,1000,1,1,"other",550000,191,87,0
"4488",70,27,9000,1,1,"other",1900000,180,73,2800000
"4489",68,34,2000,1,1,"other",350000,170,67,490000
"4490",67,33,4000,1,0,"other",375000,168,60,656000
"4491",68,29,1000,1,1,"other",9e+05,178,70,1900000
"4492",67,28,10000,1,0,"other",775000,171,73,1300000
"4493",63,27,1000,1,0,"other",375000,180,79,656000
"4494",69,26,7000,1,1,"other",1100000,179,75,2e+06
"4495",64,25,2000,1,1,"other",575000,169,63,1200000
"4496",66,22,8000,1,0,"other",875000,175,66,1700000
"4497",61,32,1000,1,1,"other",2e+05,170,68,270000
"4498",68,27,4000,1,1,"other",925000,173,68,1400000
"4499",69,23,1000,1,1,"other",1400000,174,69,2100000
"4500",68,32,6000,1,0,"other",675000,173,68,979000
"4501",54,19,1000,1,1,"other",140000,178,64,333000
"4502",65,25,3000,1,0,"other",625000,181,75,953000
"4503",77,32,41000,2,1,"other",7e+06,185,82,13300000
"4504",72,21,33000,1,1,"other",4600000,169,64,0
"4505",59,19,1000,1,1,"other",270000,172,68,446000
"4506",64,28,5000,1,0,"other",450000,173,73,788000
"4507",75,22,51000,1,0,"other",10500000,173,70,0
"4508",75,22,43000,1,1,"Top_20",10500000,172,65,2e+07
"4509",73,23,7000,1,0,"other",5500000,184,76,0
"4510",52,18,1000,1,1,"other",1e+05,185,76,245000
"4511",65,22,2000,1,1,"other",8e+05,178,77,1400000
"4512",77,29,23000,1,1,"other",8500000,185,86,18500000
"4513",65,27,5000,1,1,"other",575000,185,78,1200000
"4514",50,17,1000,1,1,"other",60000,181,74,135000
"4515",70,32,8000,1,0,"other",1100000,184,85,1700000
"4516",59,20,2000,1,1,"other",350000,177,67,709000
"4517",76,29,32000,1,0,"other",6500000,189,77,12400000
"4518",71,29,7000,1,0,"other",2400000,180,81,3600000
"4519",60,20,1000,1,1,"other",290000,190,77,479000
"4520",66,31,2000,1,0,"other",475000,175,68,689000
"4521",52,20,1000,1,1,"other",1e+05,185,75,188000
"4522",78,28,54000,2,0,"other",10500000,185,76,17900000
"4523",65,27,3000,1,1,"other",550000,178,78,811000
"4524",64,32,3000,1,0,"other",290000,182,73,508000
"4525",72,29,6000,1,0,"other",2600000,186,84,3900000
"4526",58,21,4000,1,1,"other",210000,165,66,399000
"4527",68,23,1000,1,1,"other",1200000,176,74,2700000
"4528",67,31,3000,1,1,"other",675000,173,72,844000
"4529",67,28,4000,1,1,"other",775000,174,67,969000
"4530",61,22,1000,1,0,"other",325000,180,70,634000
"4531",82,26,21000,2,0,"Top_20",2.6e+07,172,66,5.4e+07
"4532",61,26,2000,1,0,"other",270000,183,79,439000
"4533",65,25,2000,1,1,"other",675000,183,76,1100000
"4534",71,21,7000,1,0,"other",3200000,178,76,5800000
"4535",59,19,2000,1,1,"other",3e+05,175,77,698000
"4536",65,22,4000,1,0,"other",775000,182,67,1500000
"4537",64,31,5000,1,0,"other",325000,167,62,536000
"4538",75,24,33000,1,1,"other",8e+06,186,76,15800000
"4539",56,20,1000,1,1,"other",2e+05,165,56,395000
"4540",60,19,2000,1,1,"other",450000,178,66,1e+06
"4541",54,19,1000,1,1,"other",140000,184,68,333000
"4542",84,29,165000,3,0,"Top_10",25500000,183,70,47200000
"4543",78,23,48000,2,0,"other",13500000,173,68,26700000
"4544",67,29,2000,1,0,"other",725000,190,83,961000
"4545",80,24,40000,2,1,"other",1.9e+07,182,67,33700000
"4546",62,24,3000,1,0,"other",4e+05,191,77,730000
"4547",74,21,23000,1,0,"other",9e+06,173,64,17100000
"4548",64,19,4000,1,1,"other",975000,190,78,2300000
"4549",70,31,5000,1,0,"other",1300000,173,72,1600000
"4550",66,20,1000,1,1,"other",1100000,188,76,2400000
"4551",70,21,8000,1,1,"other",2800000,175,72,0
"4552",62,27,3000,1,1,"other",3e+05,183,80,458000
"4553",76,28,19000,1,0,"other",7500000,184,83,15600000
"4554",70,36,2000,1,0,"other",575000,184,80,891000
"4555",64,27,3000,1,1,"other",525000,186,73,801000
"4556",71,29,11000,1,1,"other",2e+06,186,75,3600000
"4557",60,21,1000,1,1,"other",325000,179,78,536000
"4558",60,21,1000,1,1,"other",325000,180,75,569000
"4559",84,20,70000,1,0,"Top_30",4.6e+07,188,83,87400000
"4560",53,18,1000,1,1,"other",120000,185,65,270000
"4561",72,34,14000,3,1,"other",1600000,188,84,2500000
"4562",61,19,1000,1,1,"other",5e+05,189,75,988000
"4563",67,28,5000,1,1,"other",8e+05,173,69,1e+06
"4564",61,19,2000,1,1,"other",5e+05,181,75,1200000
"4565",70,25,10000,1,0,"other",2200000,176,64,3400000
"4566",68,27,4000,1,1,"other",925000,180,77,0
"4567",77,23,18000,1,0,"Top_30",11500000,174,70,1.7e+07
"4568",73,24,26000,1,1,"other",5500000,190,80,11600000
"4569",57,24,1000,1,0,"other",120000,176,76,219000
"4570",56,18,1000,1,1,"other",170000,181,75,336000
"4571",70,31,5000,2,1,"other",1300000,176,70,1600000
"4572",75,26,13000,1,0,"other",7e+06,175,66,1.1e+07
"4573",70,30,3000,1,0,"other",1700000,180,78,2600000
"4574",78,27,17000,3,1,"Top_20",1.2e+07,184,82,24900000
"4575",77,29,33000,2,1,"other",7500000,185,85,12800000
"4576",73,30,17000,2,0,"other",3900000,188,81,5800000
"4577",53,22,1000,1,1,"other",90000,170,60,140000
"4578",73,20,1000,1,0,"other",7e+06,175,74,16800000
"4579",59,19,1000,1,1,"other",3e+05,188,79,623000
"4580",61,21,3000,1,1,"other",375000,185,79,619000
"4581",78,26,10000,1,0,"other",1.3e+07,172,75,20500000
"4582",75,24,21000,1,0,"other",8e+06,176,71,15800000
"4583",81,29,54000,3,0,"other",1.5e+07,184,77,25500000
"4584",63,21,1000,1,1,"other",575000,172,74,949000
"4585",68,26,7000,1,0,"other",1e+06,182,75,1600000
"4586",68,21,6000,1,0,"other",1500000,180,73,2800000
"4587",62,20,1000,1,1,"other",525000,180,74,761000
"4588",73,24,18000,1,1,"other",5e+06,181,76,10400000
"4589",75,23,44000,1,0,"other",10500000,177,79,2.1e+07
"4590",62,22,1000,1,1,"other",450000,193,78,878000
"4591",63,20,11000,1,1,"Top_20",8e+05,183,67,2e+06
"4592",72,28,13000,1,0,"other",3100000,185,78,5e+06
"4593",65,21,11000,1,1,"other",950000,188,75,2e+06
"4594",81,25,79000,3,1,"Top_20",21500000,170,71,37100000
"4595",66,28,5000,1,1,"other",650000,179,75,1300000
"4596",58,23,3000,1,1,"other",190000,178,75,371000
"4597",65,23,4000,1,1,"other",675000,181,75,1300000
"4598",63,27,1000,1,1,"other",425000,170,69,776000
"4599",60,19,1000,1,1,"other",450000,188,82,1100000
"4600",71,23,14000,1,0,"other",3400000,188,78,7100000
"4601",65,27,2000,1,1,"other",6e+05,174,74,915000
"4602",64,20,2000,1,0,"other",1e+06,188,80,0
"4603",49,17,1000,1,1,"other",60000,178,67,165000
"4604",76,32,0,3,0,"other",0,179,72,0
"4605",83,21,125000,2,0,"Top_10",35500000,186,70,70100000
"4606",70,23,7000,1,0,"other",2300000,173,68,4e+06
"4607",67,31,11000,1,1,"other",675000,175,71,1300000
"4608",66,27,1000,1,0,"other",7e+05,178,70,998000
"4609",61,20,3000,1,1,"other",5e+05,183,75,1300000
"4610",70,26,15000,1,1,"other",2200000,181,81,5e+06
"4611",59,22,2000,1,0,"other",230000,180,64,449000
"4612",64,23,1000,1,1,"other",7e+05,181,77,0
"4613",66,27,1000,1,1,"other",7e+05,191,88,928000
"4614",62,25,1000,1,0,"other",325000,180,65,431000
"4615",65,27,8000,1,1,"other",575000,181,75,1100000
"4616",67,24,1000,1,1,"other",1100000,174,68,1700000
"4617",66,29,1000,1,0,"other",6e+05,181,78,795000
"4618",64,27,0,1,0,"other",0,187,81,0
"4619",79,26,40000,1,0,"other",13500000,172,71,26700000
"4620",60,26,1000,1,1,"other",250000,173,70,356000
"4621",64,26,1000,1,1,"other",550000,189,78,784000
"4622",66,23,2000,1,0,"other",950000,188,76,1700000
"4623",69,30,1000,1,0,"other",875000,188,70,1200000
"4624",67,32,12000,1,1,"other",475000,183,67,855000
"4625",68,24,5000,1,0,"other",1100000,181,76,1600000
"4626",64,21,3000,1,1,"other",7e+05,182,70,1100000
"4627",79,31,36000,2,0,"other",11500000,187,84,19600000
"4628",67,20,2000,1,0,"other",1200000,178,70,1900000
"4629",63,27,2000,1,1,"other",425000,168,68,776000
"4630",61,23,1000,1,1,"other",3e+05,175,66,548000
"4631",58,23,6000,1,1,"other",180000,181,77,360000
"4632",73,26,4000,1,0,"other",4300000,185,70,6e+06
"4633",64,23,2000,1,1,"other",650000,185,72,1300000
"4634",64,22,2000,1,1,"other",625000,179,73,1100000
"4635",70,22,4000,1,1,"other",2600000,177,69,6e+06
"4636",66,31,2000,1,0,"other",475000,191,83,689000
"4637",74,25,12000,1,0,"other",7e+06,184,79,11900000
"4638",63,21,1000,1,1,"other",6e+05,168,65,930000
"4639",58,23,1000,1,0,"other",170000,185,71,276000
"4640",69,21,4000,1,1,"other",1700000,176,65,3100000
"4641",89,32,355000,5,0,"Top_10",5.3e+07,182,86,108700000
"4642",77,30,18000,2,0,"other",8500000,176,67,12800000
"4643",74,19,7000,1,1,"other",8500000,186,82,14500000
"4644",73,35,17000,1,1,"other",1800000,175,73,3500000
"4645",63,30,2000,1,1,"other",350000,180,80,613000
"4646",56,21,1000,1,1,"other",130000,189,84,189000
"4647",68,25,3000,1,1,"other",1e+06,186,85,1600000
"4648",72,30,16000,1,0,"other",2600000,176,77,4200000
"4649",63,20,2000,1,1,"other",550000,173,67,935000
"4650",55,19,3000,1,1,"other",170000,173,65,395000
"4651",82,27,98000,4,1,"Top_20",2.6e+07,176,75,44900000
"4652",64,28,3000,1,1,"other",475000,188,88,641000
"4653",68,24,5000,1,0,"other",1200000,182,74,0
"4654",70,25,6000,1,0,"other",2100000,163,64,3200000
"4655",65,24,2000,1,1,"other",675000,176,71,894000
"4656",67,21,3000,1,0,"other",1300000,185,74,0
"4657",66,21,8000,1,1,"other",1400000,179,74,3600000
"4658",58,21,4000,1,1,"other",2e+05,180,77,360000
"4659",62,29,2000,1,1,"other",3e+05,183,75,375000
"4660",62,20,3000,1,1,"other",475000,191,90,903000
"4661",79,29,46000,2,0,"other",12500000,177,80,23800000
"4662",64,22,2000,1,1,"other",725000,175,74,1200000
"4663",63,17,1000,1,1,"other",725000,170,61,1500000
"4664",57,18,1000,1,1,"other",2e+05,183,75,470000
"4665",70,23,6000,1,0,"other",2200000,175,61,3800000
"4666",64,24,1000,1,1,"other",650000,178,78,1e+06
"4667",69,21,4000,1,1,"other",1500000,191,87,2700000
"4668",59,20,1000,1,1,"other",260000,172,60,468000
"4669",71,26,1000,1,1,"other",2700000,187,77,6100000
"4670",60,22,1000,1,1,"other",290000,181,68,479000
"4671",73,32,20000,1,1,"other",3100000,179,71,6200000
"4672",63,21,1000,1,0,"other",6e+05,190,78,0
"4673",64,23,1000,1,1,"other",625000,186,82,906000
"4674",73,28,9000,1,0,"other",3900000,181,69,6600000
"4675",77,26,17000,1,1,"other",1.1e+07,187,81,22800000
